PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
289,4,13:30:00,13:45:00
289,4,13:45:00,14:00:00
289,4,14:00:00,14:15:00
289,4,14:15:00,14:30:00
289,4,14:30:00,14:45:00
289,4,14:45:00,15:00:00
289,4,15:00:00,15:15:00
289,4,15:15:00,15:30:00
289,4,15:30:00,15:45:00
289,4,15:45:00,16:00:00
289,4,16:00:00,16:15:00
289,4,16:15:00,16:30:00
289,4,16:30:00,16:45:00
289,4,16:45:00,17:00:00
289,4,17:00:00,17:15:00
289,4,17:15:00,17:30:00
289,4,17:30:00,17:45:00
289,4,17:45:00,18:00:00
289,4,18:00:00,18:15:00
289,4,18:15:00,18:30:00
289,4,18:30:00,18:45:00
289,4,18:45:00,19:00:00
289,4,19:00:00,19:15:00
289,4,19:15:00,19:30:00
289,5,09:00:00,09:15:00
289,5,09:15:00,09:30:00
289,5,09:30:00,09:45:00
289,5,09:45:00,10:00:00
289,5,10:00:00,10:15:00
289,5,10:15:00,10:30:00
289,5,10:30:00,10:45:00
289,5,10:45:00,11:00:00
289,5,11:00:00,11:15:00
289,5,11:15:00,11:30:00
289,5,11:30:00,11:45:00
289,5,11:45:00,12:00:00
289,5,12:00:00,12:15:00
289,5,12:15:00,12:30:00
289,5,12:30:00,12:45:00
289,5,12:45:00,13:00:00
289,5,13:00:00,13:15:00
289,5,13:15:00,13:30:00
289,5,13:30:00,13:45:00
289,5,13:45:00,14:00:00
289,5,14:00:00,14:15:00
289,5,14:15:00,14:30:00
289,5,14:30:00,14:45:00
289,5,14:45:00,15:00:00
289,5,15:00:00,15:15:00
289,5,15:15:00,15:30:00
289,5,15:30:00,15:45:00
289,5,15:45:00,16:00:00
289,5,16:00:00,16:15:00
289,5,16:15:00,16:30:00
289,5,16:30:00,16:45:00
289,5,16:45:00,17:00:00
289,5,17:00:00,17:15:00
289,5,17:15:00,17:30:00
289,5,17:30:00,17:45:00
289,5,17:45:00,18:00:00
289,5,18:00:00,18:15:00
289,5,18:15:00,18:30:00
289,5,18:30:00,18:45:00
289,5,18:45:00,19:00:00
289,5,19:00:00,19:15:00
289,5,19:15:00,19:30:00
288,2,12:00:00,12:20:00
288,2,12:20:00,12:40:00
288,2,12:40:00,13:00:00
288,2,16:00:00,16:20:00
288,2,16:20:00,16:40:00
288,2,16:40:00,17:00:00
288,2,17:00:00,17:20:00
288,2,17:20:00,17:40:00
288,2,17:40:00,18:00:00
288,2,18:00:00,18:20:00
288,2,18:20:00,18:40:00
288,2,18:40:00,19:00:00
288,2,19:00:00,19:20:00
288,2,19:20:00,19:40:00
288,2,19:40:00,20:00:00
288,6,19:00:00,19:20:00
288,6,19:20:00,19:40:00
288,6,19:40:00,08:00:00
288,6,08:00:00,08:20:00
288,6,08:20:00,08:40:00
288,6,08:40:00,09:00:00
288,6,09:00:00,09:20:00
288,6,09:20:00,09:40:00
288,6,09:40:00,10:00:00
288,6,10:00:00,10:20:00
288,6,10:20:00,10:40:00
288,6,10:40:00,11:00:00
288,6,11:00:00,11:20:00
288,6,11:20:00,11:40:00
288,6,11:40:00,12:00:00
288,6,12:00:00,12:20:00
288,6,12:20:00,12:40:00
288,6,12:40:00,13:00:00
288,6,13:00:00,13:20:00
288,6,13:20:00,13:40:00
288,6,13:40:00,14:00:00
287,2,19:00:00,19:20:00
287,2,19:20:00,19:40:00
287,2,19:40:00,08:00:00
287,2,08:00:00,08:20:00
287,2,08:20:00,08:40:00
287,2,08:40:00,09:00:00
287,2,09:00:00,09:20:00
287,2,09:20:00,09:40:00
287,2,09:40:00,10:00:00
287,2,10:00:00,10:20:00
287,2,10:20:00,10:40:00
287,2,10:40:00,11:00:00
287,2,11:00:00,11:20:00
287,2,11:20:00,11:40:00
287,2,11:40:00,12:00:00
287,2,12:00:00,12:20:00
287,2,12:20:00,12:40:00
287,2,12:40:00,13:00:00
287,2,13:00:00,13:20:00
287,2,13:20:00,13:40:00
287,2,13:40:00,14:00:00
287,2,14:00:00,14:20:00
287,2,14:20:00,14:40:00
287,2,14:40:00,15:00:00
287,2,15:00:00,15:20:00
287,2,15:20:00,15:40:00
287,2,15:40:00,16:00:00
287,2,16:00:00,16:20:00
287,2,16:20:00,16:40:00
287,2,16:40:00,17:00:00
287,3,11:20:00,11:40:00
287,3,11:40:00,12:00:00
287,3,12:00:00,12:20:00
287,3,12:20:00,12:40:00
287,3,12:40:00,13:00:00
287,3,13:00:00,13:20:00
287,3,13:20:00,13:40:00
287,3,13:40:00,14:00:00
287,3,14:00:00,14:20:00
287,3,14:20:00,14:40:00
287,3,14:40:00,15:00:00
287,3,15:00:00,15:20:00
287,3,15:20:00,15:40:00
287,3,15:40:00,16:00:00
287,3,16:00:00,16:20:00
287,5,11:20:00,11:40:00
287,5,11:40:00,12:00:00
287,5,12:00:00,12:20:00
287,5,12:20:00,12:40:00
287,5,12:40:00,13:00:00
287,5,13:00:00,13:20:00
287,5,13:20:00,13:40:00
287,5,13:40:00,14:00:00
287,5,14:00:00,14:20:00
287,5,14:20:00,14:40:00
287,5,14:40:00,15:00:00
287,5,15:00:00,15:20:00
287,5,15:20:00,15:40:00
287,5,15:40:00,16:00:00
287,5,16:00:00,16:20:00
286,2,17:00:00,17:20:00
286,2,17:20:00,17:40:00
286,2,17:40:00,18:00:00
286,2,18:00:00,18:20:00
286,2,18:20:00,18:40:00
286,2,18:40:00,19:00:00
286,2,19:00:00,19:20:00
286,2,19:20:00,19:40:00
286,2,19:40:00,20:00:00
286,3,17:00:00,17:20:00
286,3,17:20:00,17:40:00
286,3,17:40:00,18:00:00
286,3,18:00:00,18:20:00
286,3,18:20:00,18:40:00
286,3,18:40:00,19:00:00
286,3,19:00:00,19:20:00
286,3,19:20:00,19:40:00
286,3,19:40:00,20:00:00
286,4,17:00:00,17:20:00
286,4,17:20:00,17:40:00
286,4,17:40:00,18:00:00
286,4,18:00:00,18:20:00
286,4,18:20:00,18:40:00
286,4,18:40:00,19:00:00
286,4,19:00:00,19:20:00
286,4,19:20:00,19:40:00
286,4,19:40:00,20:00:00
286,5,17:00:00,17:20:00
286,5,17:20:00,17:40:00
286,5,17:40:00,18:00:00
286,5,18:00:00,18:20:00
286,5,18:20:00,18:40:00
286,5,18:40:00,19:00:00
286,5,19:00:00,19:20:00
286,5,19:20:00,19:40:00
286,5,19:40:00,20:00:00
286,6,17:00:00,17:20:00
286,6,17:20:00,17:40:00
286,6,17:40:00,18:00:00
286,6,18:00:00,18:20:00
286,6,18:20:00,18:40:00
286,6,18:40:00,19:00:00
286,6,19:00:00,19:20:00
286,6,19:20:00,19:40:00
286,6,19:40:00,20:00:00
283,2,10:00:00,10:20:00
283,2,10:20:00,10:40:00
283,2,10:40:00,11:00:00
283,2,11:00:00,11:20:00
283,2,11:20:00,11:40:00
283,2,11:40:00,12:00:00
283,2,12:00:00,12:20:00
283,2,12:20:00,12:40:00
283,2,12:40:00,13:00:00
283,2,13:00:00,13:20:00
283,2,13:20:00,13:40:00
283,2,13:40:00,14:00:00
283,2,14:00:00,14:20:00
283,2,14:20:00,14:40:00
283,2,14:40:00,15:00:00
283,3,10:00:00,10:20:00
283,3,10:20:00,10:40:00
283,3,10:40:00,11:00:00
283,3,11:00:00,11:20:00
283,3,11:20:00,11:40:00
283,3,11:40:00,12:00:00
283,3,12:00:00,12:20:00
283,3,12:20:00,12:40:00
283,3,12:40:00,13:00:00
283,3,13:00:00,13:20:00
283,3,13:20:00,13:40:00
283,3,13:40:00,14:00:00
283,3,14:00:00,14:20:00
283,3,14:20:00,14:40:00
283,3,14:40:00,15:00:00
283,4,10:00:00,10:20:00
283,4,10:20:00,10:40:00
283,4,10:40:00,11:00:00
283,4,11:00:00,11:20:00
283,4,11:20:00,11:40:00
283,4,11:40:00,12:00:00
283,4,12:00:00,12:20:00
283,4,12:20:00,12:40:00
283,4,12:40:00,13:00:00
283,4,13:00:00,13:20:00
283,4,13:20:00,13:40:00
283,4,13:40:00,14:00:00
283,4,14:00:00,14:20:00
283,4,14:20:00,14:40:00
283,4,14:40:00,15:00:00
283,5,10:00:00,10:20:00
283,5,10:20:00,10:40:00
283,5,10:40:00,11:00:00
283,5,11:00:00,11:20:00
283,5,11:20:00,11:40:00
283,5,11:40:00,12:00:00
283,5,12:00:00,12:20:00
283,5,12:20:00,12:40:00
283,5,12:40:00,13:00:00
283,5,13:00:00,13:20:00
283,5,13:20:00,13:40:00
283,5,13:40:00,14:00:00
283,5,14:00:00,14:20:00
283,5,14:20:00,14:40:00
283,5,14:40:00,15:00:00
282,2,08:00:00,08:15:00
282,2,08:15:00,08:30:00
282,2,08:30:00,08:45:00
282,2,08:45:00,09:00:00
282,2,09:00:00,09:15:00
282,2,09:15:00,09:30:00
282,2,09:30:00,09:45:00
282,2,09:45:00,10:00:00
282,2,10:00:00,10:15:00
282,2,10:15:00,10:30:00
282,2,10:30:00,10:45:00
282,2,10:45:00,11:00:00
282,2,11:00:00,11:15:00
282,2,11:15:00,11:30:00
282,2,11:30:00,11:45:00
282,2,11:45:00,12:00:00
282,2,12:00:00,12:15:00
282,2,12:15:00,12:30:00
282,2,12:30:00,12:45:00
282,2,12:45:00,13:00:00
282,2,13:00:00,13:15:00
282,2,13:15:00,13:30:00
282,2,13:30:00,13:45:00
282,2,13:45:00,14:00:00
282,2,14:00:00,14:15:00
282,2,14:15:00,14:30:00
282,2,14:30:00,14:45:00
282,2,14:45:00,15:00:00
282,2,15:00:00,15:15:00
282,2,15:15:00,15:30:00
282,2,15:30:00,15:45:00
282,2,15:45:00,16:00:00
282,2,16:00:00,16:15:00
282,2,16:15:00,16:30:00
282,2,16:30:00,16:45:00
282,2,16:45:00,17:00:00
282,3,08:00:00,08:15:00
282,3,08:15:00,08:30:00
282,3,08:30:00,08:45:00
282,3,08:45:00,09:00:00
282,3,09:00:00,09:15:00
282,3,09:15:00,09:30:00
282,3,09:30:00,09:45:00
282,3,09:45:00,10:00:00
282,3,10:00:00,10:15:00
282,3,10:15:00,10:30:00
282,3,10:30:00,10:45:00
282,3,10:45:00,11:00:00
282,3,11:00:00,11:15:00
282,3,11:15:00,11:30:00
282,3,11:30:00,11:45:00
282,3,11:45:00,12:00:00
282,3,12:00:00,12:15:00
282,3,12:15:00,12:30:00
282,3,12:30:00,12:45:00
282,3,12:45:00,13:00:00
282,3,13:00:00,13:15:00
282,3,13:15:00,13:30:00
282,3,13:30:00,13:45:00
282,3,13:45:00,14:00:00
282,3,14:00:00,14:15:00
282,3,14:15:00,14:30:00
282,3,14:30:00,14:45:00
282,3,14:45:00,15:00:00
282,3,15:00:00,15:15:00
282,3,15:15:00,15:30:00
282,3,15:30:00,15:45:00
282,3,15:45:00,16:00:00
282,3,16:00:00,16:15:00
282,3,16:15:00,16:30:00
282,3,16:30:00,16:45:00
282,3,16:45:00,17:00:00
282,4,08:00:00,08:15:00
282,4,08:15:00,08:30:00
282,4,08:30:00,08:45:00
282,4,08:45:00,09:00:00
282,4,09:00:00,09:15:00
282,4,09:15:00,09:30:00
282,4,09:30:00,09:45:00
282,4,09:45:00,10:00:00
282,4,10:00:00,10:15:00
282,4,10:15:00,10:30:00
282,4,10:30:00,10:45:00
282,4,10:45:00,11:00:00
282,4,11:00:00,11:15:00
282,4,11:15:00,11:30:00
282,4,11:30:00,11:45:00
282,4,11:45:00,12:00:00
282,4,12:00:00,12:15:00
282,4,12:15:00,12:30:00
282,4,12:30:00,12:45:00
282,4,12:45:00,13:00:00
282,4,13:00:00,13:15:00
282,4,13:15:00,13:30:00
282,4,13:30:00,13:45:00
282,4,13:45:00,14:00:00
282,4,14:00:00,14:15:00
282,4,14:15:00,14:30:00
282,4,14:30:00,14:45:00
282,4,14:45:00,15:00:00
282,4,15:00:00,15:15:00
282,4,15:15:00,15:30:00
282,4,15:30:00,15:45:00
282,4,15:45:00,16:00:00
282,4,16:00:00,16:15:00
282,4,16:15:00,16:30:00
282,4,16:30:00,16:45:00
282,4,16:45:00,17:00:00
282,5,08:00:00,08:15:00
282,5,08:15:00,08:30:00
282,5,08:30:00,08:45:00
282,5,08:45:00,09:00:00
282,5,09:00:00,09:15:00
282,5,09:15:00,09:30:00
282,5,09:30:00,09:45:00
282,5,09:45:00,10:00:00
282,5,10:00:00,10:15:00
282,5,10:15:00,10:30:00
282,5,10:30:00,10:45:00
282,5,10:45:00,11:00:00
282,5,11:00:00,11:15:00
282,5,11:15:00,11:30:00
282,5,11:30:00,11:45:00
282,5,11:45:00,12:00:00
282,5,12:00:00,12:15:00
282,5,12:15:00,12:30:00
282,5,12:30:00,12:45:00
282,5,12:45:00,13:00:00
282,5,13:00:00,13:15:00
282,5,13:15:00,13:30:00
282,5,13:30:00,13:45:00
282,5,13:45:00,14:00:00
282,5,14:00:00,14:15:00
282,5,14:15:00,14:30:00
282,5,14:30:00,14:45:00
282,5,14:45:00,15:00:00
282,5,15:00:00,15:15:00
282,5,15:15:00,15:30:00
282,5,15:30:00,15:45:00
282,5,15:45:00,16:00:00
282,5,16:00:00,16:15:00
282,5,16:15:00,16:30:00
282,5,16:30:00,16:45:00
282,5,16:45:00,17:00:00
282,6,08:00:00,08:15:00
282,6,08:15:00,08:30:00
282,6,08:30:00,08:45:00
282,6,08:45:00,09:00:00
282,6,09:00:00,09:15:00
282,6,09:15:00,09:30:00
282,6,09:30:00,09:45:00
282,6,09:45:00,10:00:00
282,6,10:00:00,10:15:00
282,6,10:15:00,10:30:00
282,6,10:30:00,10:45:00
282,6,10:45:00,11:00:00
282,6,11:00:00,11:15:00
282,6,11:15:00,11:30:00
282,6,11:30:00,11:45:00
282,6,11:45:00,12:00:00
282,6,12:00:00,12:15:00
282,6,12:15:00,12:30:00
282,6,12:30:00,12:45:00
282,6,12:45:00,13:00:00
282,6,13:00:00,13:15:00
282,6,13:15:00,13:30:00
282,6,13:30:00,13:45:00
282,6,13:45:00,14:00:00
282,6,14:00:00,14:15:00
282,6,14:15:00,14:30:00
282,6,14:30:00,14:45:00
282,6,14:45:00,15:00:00
282,6,15:00:00,15:15:00
282,6,15:15:00,15:30:00
282,6,15:30:00,15:45:00
282,6,15:45:00,16:00:00
282,6,16:00:00,16:15:00
282,6,16:15:00,16:30:00
282,6,16:30:00,16:45:00
282,6,16:45:00,17:00:00
281,2,08:00:00,08:15:00
281,2,08:15:00,08:30:00
281,2,08:30:00,08:45:00
281,2,08:45:00,09:00:00
281,2,09:00:00,09:15:00
281,2,09:15:00,09:30:00
281,2,09:30:00,09:45:00
281,2,09:45:00,10:00:00
281,2,10:00:00,10:15:00
281,2,10:15:00,10:30:00
281,2,10:30:00,10:45:00
281,2,10:45:00,11:00:00
281,2,11:00:00,11:15:00
281,2,11:15:00,11:30:00
281,2,11:30:00,11:45:00
281,2,11:45:00,12:00:00
281,2,12:00:00,12:15:00
281,2,12:15:00,12:30:00
281,2,12:30:00,12:45:00
281,2,12:45:00,13:00:00
281,2,13:00:00,13:15:00
281,2,13:15:00,13:30:00
281,2,13:30:00,13:45:00
281,2,13:45:00,14:00:00
281,2,14:00:00,14:15:00
281,2,14:15:00,14:30:00
281,2,14:30:00,14:45:00
281,2,14:45:00,15:00:00
281,2,15:00:00,15:15:00
281,2,15:15:00,15:30:00
281,2,15:30:00,15:45:00
281,2,15:45:00,16:00:00
281,2,16:00:00,16:15:00
281,2,16:15:00,16:30:00
281,2,16:30:00,16:45:00
281,2,16:45:00,17:00:00
281,3,08:00:00,08:15:00
281,3,08:15:00,08:30:00
281,3,08:30:00,08:45:00
281,3,08:45:00,09:00:00
281,3,09:00:00,09:15:00
281,3,09:15:00,09:30:00
281,3,09:30:00,09:45:00
281,3,09:45:00,10:00:00
281,3,10:00:00,10:15:00
281,3,10:15:00,10:30:00
281,3,10:30:00,10:45:00
281,3,10:45:00,11:00:00
281,3,11:00:00,11:15:00
281,3,11:15:00,11:30:00
281,3,11:30:00,11:45:00
281,3,11:45:00,12:00:00
281,3,12:00:00,12:15:00
281,3,12:15:00,12:30:00
281,3,12:30:00,12:45:00
281,3,12:45:00,13:00:00
281,3,13:00:00,13:15:00
281,3,13:15:00,13:30:00
281,3,13:30:00,13:45:00
281,3,13:45:00,14:00:00
281,3,14:00:00,14:15:00
281,3,14:15:00,14:30:00
281,3,14:30:00,14:45:00
281,3,14:45:00,15:00:00
281,3,15:00:00,15:15:00
281,3,15:15:00,15:30:00
281,3,15:30:00,15:45:00
281,3,15:45:00,16:00:00
281,3,16:00:00,16:15:00
281,3,16:15:00,16:30:00
281,3,16:30:00,16:45:00
281,3,16:45:00,17:00:00
281,4,08:00:00,08:15:00
281,4,08:15:00,08:30:00
281,4,08:30:00,08:45:00
281,4,08:45:00,09:00:00
281,4,09:00:00,09:15:00
281,4,09:15:00,09:30:00
281,4,09:30:00,09:45:00
281,4,09:45:00,10:00:00
281,4,10:00:00,10:15:00
281,4,10:15:00,10:30:00
281,4,10:30:00,10:45:00
281,4,10:45:00,11:00:00
281,4,11:00:00,11:15:00
281,4,11:15:00,11:30:00
281,4,11:30:00,11:45:00
281,4,11:45:00,12:00:00
281,4,12:00:00,12:15:00
281,4,12:15:00,12:30:00
281,4,12:30:00,12:45:00
281,4,12:45:00,13:00:00
281,4,13:00:00,13:15:00
281,4,13:15:00,13:30:00
281,4,13:30:00,13:45:00
281,4,13:45:00,14:00:00
281,4,14:00:00,14:15:00
281,4,14:15:00,14:30:00
281,4,14:30:00,14:45:00
281,4,14:45:00,15:00:00
281,4,15:00:00,15:15:00
281,4,15:15:00,15:30:00
281,4,15:30:00,15:45:00
281,4,15:45:00,16:00:00
281,4,16:00:00,16:15:00
281,4,16:15:00,16:30:00
281,4,16:30:00,16:45:00
281,4,16:45:00,17:00:00
281,5,08:00:00,08:15:00
281,5,08:15:00,08:30:00
281,5,08:30:00,08:45:00
281,5,08:45:00,09:00:00
281,5,09:00:00,09:15:00
281,5,09:15:00,09:30:00
281,5,09:30:00,09:45:00
281,5,09:45:00,10:00:00
281,5,10:00:00,10:15:00
281,5,10:15:00,10:30:00
281,5,10:30:00,10:45:00
281,5,10:45:00,11:00:00
281,5,11:00:00,11:15:00
281,5,11:15:00,11:30:00
281,5,11:30:00,11:45:00
281,5,11:45:00,12:00:00
281,5,12:00:00,12:15:00
281,5,12:15:00,12:30:00
281,5,12:30:00,12:45:00
281,5,12:45:00,13:00:00
281,5,13:00:00,13:15:00
281,5,13:15:00,13:30:00
281,5,13:30:00,13:45:00
281,5,13:45:00,14:00:00
281,5,14:00:00,14:15:00
281,5,14:15:00,14:30:00
281,5,14:30:00,14:45:00
281,5,14:45:00,15:00:00
281,5,15:00:00,15:15:00
281,5,15:15:00,15:30:00
281,5,15:30:00,15:45:00
281,5,15:45:00,16:00:00
281,5,16:00:00,16:15:00
281,5,16:15:00,16:30:00
281,5,16:30:00,16:45:00
281,5,16:45:00,17:00:00
281,6,08:00:00,08:15:00
281,6,08:15:00,08:30:00
281,6,08:30:00,08:45:00
281,6,08:45:00,09:00:00
281,6,09:00:00,09:15:00
281,6,09:15:00,09:30:00
281,6,09:30:00,09:45:00
281,6,09:45:00,10:00:00
281,6,10:00:00,10:15:00
281,6,10:15:00,10:30:00
281,6,10:30:00,10:45:00
281,6,10:45:00,11:00:00
281,6,11:00:00,11:15:00
281,6,11:15:00,11:30:00
281,6,11:30:00,11:45:00
281,6,11:45:00,12:00:00
281,6,12:00:00,12:15:00
281,6,12:15:00,12:30:00
281,6,12:30:00,12:45:00
281,6,12:45:00,13:00:00
281,6,13:00:00,13:15:00
281,6,13:15:00,13:30:00
281,6,13:30:00,13:45:00
281,6,13:45:00,14:00:00
281,6,14:00:00,14:15:00
281,6,14:15:00,14:30:00
281,6,14:30:00,14:45:00
281,6,14:45:00,15:00:00
281,6,15:00:00,15:15:00
281,6,15:15:00,15:30:00
281,6,15:30:00,15:45:00
281,6,15:45:00,16:00:00
281,6,16:00:00,16:15:00
281,6,16:15:00,16:30:00
281,6,16:30:00,16:45:00
281,6,16:45:00,17:00:00
278,2,08:00:00,08:15:00
278,2,08:15:00,08:30:00
278,2,08:30:00,08:45:00
278,2,08:45:00,09:00:00
278,2,09:00:00,09:15:00
278,2,09:15:00,09:30:00
278,2,09:30:00,09:45:00
278,2,09:45:00,10:00:00
278,2,10:00:00,10:15:00
278,2,10:15:00,10:30:00
278,2,10:30:00,10:45:00
278,2,10:45:00,11:00:00
278,2,11:00:00,11:15:00
278,2,11:15:00,11:30:00
278,2,11:30:00,11:45:00
278,2,11:45:00,12:00:00
278,2,12:00:00,12:15:00
278,2,12:15:00,12:30:00
278,2,12:30:00,12:45:00
278,2,12:45:00,13:00:00
278,2,13:00:00,13:15:00
278,2,13:15:00,13:30:00
278,2,13:30:00,13:45:00
278,2,13:45:00,14:00:00
278,2,14:00:00,14:15:00
278,2,14:15:00,14:30:00
278,2,14:30:00,14:45:00
278,2,14:45:00,15:00:00
278,2,15:00:00,15:15:00
278,2,15:15:00,15:30:00
278,2,15:30:00,15:45:00
278,2,15:45:00,16:00:00
278,2,16:00:00,16:15:00
278,2,16:15:00,16:30:00
278,2,16:30:00,16:45:00
278,2,16:45:00,17:00:00
278,3,08:00:00,08:15:00
278,3,08:15:00,08:30:00
278,3,08:30:00,08:45:00
278,3,08:45:00,09:00:00
278,3,09:00:00,09:15:00
278,3,09:15:00,09:30:00
278,3,09:30:00,09:45:00
278,3,09:45:00,10:00:00
278,3,10:00:00,10:15:00
278,3,10:15:00,10:30:00
278,3,10:30:00,10:45:00
278,3,10:45:00,11:00:00
278,3,11:00:00,11:15:00
278,3,11:15:00,11:30:00
278,3,11:30:00,11:45:00
278,3,11:45:00,12:00:00
278,3,12:00:00,12:15:00
278,3,12:15:00,12:30:00
278,3,12:30:00,12:45:00
278,3,12:45:00,13:00:00
278,3,13:00:00,13:15:00
278,3,13:15:00,13:30:00
278,3,13:30:00,13:45:00
278,3,13:45:00,14:00:00
278,3,14:00:00,14:15:00
278,3,14:15:00,14:30:00
278,3,14:30:00,14:45:00
278,3,14:45:00,15:00:00
278,3,15:00:00,15:15:00
278,3,15:15:00,15:30:00
278,3,15:30:00,15:45:00
278,3,15:45:00,16:00:00
278,3,16:00:00,16:15:00
278,3,16:15:00,16:30:00
278,3,16:30:00,16:45:00
278,3,16:45:00,17:00:00
278,4,08:00:00,08:15:00
278,4,08:15:00,08:30:00
278,4,08:30:00,08:45:00
278,4,08:45:00,09:00:00
278,4,09:00:00,09:15:00
278,4,09:15:00,09:30:00
278,4,09:30:00,09:45:00
278,4,09:45:00,10:00:00
278,4,10:00:00,10:15:00
278,4,10:15:00,10:30:00
278,4,10:30:00,10:45:00
278,4,10:45:00,11:00:00
278,4,11:00:00,11:15:00
278,4,11:15:00,11:30:00
278,4,11:30:00,11:45:00
278,4,11:45:00,12:00:00
278,4,12:00:00,12:15:00
278,4,12:15:00,12:30:00
278,4,12:30:00,12:45:00
278,4,12:45:00,13:00:00
278,4,13:00:00,13:15:00
278,4,13:15:00,13:30:00
278,4,13:30:00,13:45:00
278,4,13:45:00,14:00:00
278,4,14:00:00,14:15:00
278,4,14:15:00,14:30:00
278,4,14:30:00,14:45:00
278,4,14:45:00,15:00:00
278,4,15:00:00,15:15:00
278,4,15:15:00,15:30:00
278,4,15:30:00,15:45:00
278,4,15:45:00,16:00:00
278,4,16:00:00,16:15:00
278,4,16:15:00,16:30:00
278,4,16:30:00,16:45:00
278,4,16:45:00,17:00:00
278,5,08:00:00,08:15:00
278,5,08:15:00,08:30:00
278,5,08:30:00,08:45:00
278,5,08:45:00,09:00:00
278,5,09:00:00,09:15:00
278,5,09:15:00,09:30:00
278,5,09:30:00,09:45:00
278,5,09:45:00,10:00:00
278,5,10:00:00,10:15:00
278,5,10:15:00,10:30:00
278,5,10:30:00,10:45:00
278,5,10:45:00,11:00:00
278,5,11:00:00,11:15:00
278,5,11:15:00,11:30:00
278,5,11:30:00,11:45:00
278,5,11:45:00,12:00:00
278,5,12:00:00,12:15:00
278,5,12:15:00,12:30:00
278,5,12:30:00,12:45:00
278,5,12:45:00,13:00:00
278,5,13:00:00,13:15:00
278,5,13:15:00,13:30:00
278,5,13:30:00,13:45:00
278,5,13:45:00,14:00:00
278,5,14:00:00,14:15:00
278,5,14:15:00,14:30:00
278,5,14:30:00,14:45:00
278,5,14:45:00,15:00:00
278,5,15:00:00,15:15:00
278,5,15:15:00,15:30:00
278,5,15:30:00,15:45:00
278,5,15:45:00,16:00:00
278,5,16:00:00,16:15:00
278,5,16:15:00,16:30:00
278,5,16:30:00,16:45:00
278,5,16:45:00,17:00:00
278,6,08:00:00,08:15:00
278,6,08:15:00,08:30:00
278,6,08:30:00,08:45:00
278,6,08:45:00,09:00:00
278,6,09:00:00,09:15:00
278,6,09:15:00,09:30:00
278,6,09:30:00,09:45:00
278,6,09:45:00,10:00:00
278,6,10:00:00,10:15:00
278,6,10:15:00,10:30:00
278,6,10:30:00,10:45:00
278,6,10:45:00,11:00:00
278,6,11:00:00,11:15:00
278,6,11:15:00,11:30:00
278,6,11:30:00,11:45:00
278,6,11:45:00,12:00:00
278,6,12:00:00,12:15:00
278,6,12:15:00,12:30:00
278,6,12:30:00,12:45:00
278,6,12:45:00,13:00:00
278,6,13:00:00,13:15:00
278,6,13:15:00,13:30:00
278,6,13:30:00,13:45:00
278,6,13:45:00,14:00:00
278,6,14:00:00,14:15:00
278,6,14:15:00,14:30:00
278,6,14:30:00,14:45:00
278,6,14:45:00,15:00:00
278,6,15:00:00,15:15:00
278,6,15:15:00,15:30:00
278,6,15:30:00,15:45:00
278,6,15:45:00,16:00:00
278,6,16:00:00,16:15:00
278,6,16:15:00,16:30:00
278,6,16:30:00,16:45:00
278,6,16:45:00,17:00:00
277,2,08:00:00,08:15:00
277,2,08:15:00,08:30:00
277,2,08:30:00,08:45:00
277,2,08:45:00,09:00:00
277,2,09:00:00,09:15:00
277,2,09:15:00,09:30:00
277,2,09:30:00,09:45:00
277,2,09:45:00,10:00:00
277,2,10:00:00,10:15:00
277,2,10:15:00,10:30:00
277,2,10:30:00,10:45:00
277,2,10:45:00,11:00:00
277,2,11:00:00,11:15:00
277,2,11:15:00,11:30:00
277,2,11:30:00,11:45:00
277,2,11:45:00,12:00:00
277,2,12:00:00,12:15:00
277,2,12:15:00,12:30:00
277,2,12:30:00,12:45:00
277,2,12:45:00,13:00:00
277,2,13:00:00,13:15:00
277,2,13:15:00,13:30:00
277,2,13:30:00,13:45:00
277,2,13:45:00,14:00:00
277,2,14:00:00,14:15:00
277,2,14:15:00,14:30:00
277,2,14:30:00,14:45:00
277,2,14:45:00,15:00:00
277,2,15:00:00,15:15:00
277,2,15:15:00,15:30:00
277,2,15:30:00,15:45:00
277,2,15:45:00,16:00:00
277,2,16:00:00,16:15:00
277,2,16:15:00,16:30:00
277,2,16:30:00,16:45:00
277,2,16:45:00,17:00:00
277,3,08:00:00,08:15:00
277,3,08:15:00,08:30:00
277,3,08:30:00,08:45:00
277,3,08:45:00,09:00:00
277,3,09:00:00,09:15:00
277,3,09:15:00,09:30:00
277,3,09:30:00,09:45:00
277,3,09:45:00,10:00:00
277,3,10:00:00,10:15:00
277,3,10:15:00,10:30:00
277,3,10:30:00,10:45:00
277,3,10:45:00,11:00:00
277,3,11:00:00,11:15:00
277,3,11:15:00,11:30:00
277,3,11:30:00,11:45:00
277,3,11:45:00,12:00:00
277,3,12:00:00,12:15:00
277,3,12:15:00,12:30:00
277,3,12:30:00,12:45:00
277,3,12:45:00,13:00:00
277,3,13:00:00,13:15:00
277,3,13:15:00,13:30:00
277,3,13:30:00,13:45:00
277,3,13:45:00,14:00:00
277,3,14:00:00,14:15:00
277,3,14:15:00,14:30:00
277,3,14:30:00,14:45:00
277,3,14:45:00,15:00:00
277,3,15:00:00,15:15:00
